Hp,Ep,Length,Hydrophobic residue%,miuH,H,Normalized Hydrophobic Moment,Normalized Hydrophobicity,Net Charge,Isoelectric Point,Penetration Depth,Tilt Angle,Disordered Conformation Propensity,Linear Moment,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Boman Index,PP1,PP2,PP3,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,Z1,Z2,Z3,Z4,Z5,F1,F2,F3,F4,F5,F6,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,MSWHIM1,MSWHIM2,MSWHIM3,Tiny_Mole.,Small_Mole.,Aliphatic_Mole.,Aromatic_Mole.,NonPolar_Mole.,Polar_Mole.,Charged_Mole.,Basic_Mole.,Acidic_Mole.,Anti_Sa,Label
0.556,0.296,27,0.556,0.35728277,0.870740741,0.870740741,-0.04,0.288148148,0.08962963,0.274074074,0.822222222,-0.095925926,-0.284444444,-0.151851852,-0.200740741,0.211481481,-0.186666667,0.870740741,-0.04,0.288148148,0.08962963,0.274074074,0.822222222,-0.095925926,-0.284444444,-0.151851852,-0.200740741,0.211481481,-0.186666667,-0.940740741,0.000740741,-1.35,1.315185185,-0.457407407,1.557407407,-0.501111111,-0.089296296,-0.180444444,0.748777778,-0.285444444,-0.140185185,0.227148148,-0.345555556,-0.804444444,-0.416666667,-0.63962963,0.049259259,0.375185185,0.813333333,0.67037037,0.460740741,0.686666667,-0.085555556,-0.015925926,-0.052962963,1.604814815,2.002222222,1.654814815,-0.114814815,-0.718888889,0.532222222,0.24037037,0.544814815,-0.16,-0.05062963,0.120185185,-0.410851852,-0.216407407,-0.205148148,0.53937037,0.302925926,-0.360740741,0.742962963,0.321481481,-0.807037037,0.074814815,0.122222222,0.017407407,-0.208518519,-0.081481481,-0.061111111,0.144074074,0.615555556,-0.222962963,14.815,29.63,7.407,44.444,66.667,33.333,25.926,25.926,0,250,3
0.385,0.385,13,0.615,0.423864342,0.942307692,0.690769231,-0.064615385,0.295384615,0.054615385,0.297692308,0.822307692,-0.090769231,-0.360769231,-0.216923077,-0.146153846,0.175384615,-0.190769231,0.690769231,-0.064615385,0.295384615,0.054615385,0.297692308,0.822307692,-0.090769231,-0.360769231,-0.216923077,-0.146153846,0.175384615,-0.190769231,-0.958461538,-0.022307692,-1.49,1.331538462,-0.379230769,1.56,-0.532307692,-0.039384615,-0.209384615,0.766615385,-0.309230769,-0.139076923,0.191384615,-0.259230769,-0.925384615,-0.367692308,-0.68,0.059230769,0.434615385,0.817692308,0.669230769,0.447692308,0.65,-0.114615385,-0.079230769,-0.06,1.858461538,1.886923077,1.691538462,-0.234615385,-0.699230769,0.498461538,0.242307692,0.532307692,-0.146769231,-0.062,0.113384615,-0.424153846,-0.209846154,-0.251923077,0.539923077,0.293307692,-0.418461538,0.773076923,0.364615385,-0.805384615,0.046153846,0.123076923,0.01,-0.221538462,-0.091538462,-0.030769231,0.169230769,0.636153846,-0.254615385,15.385,30.769,7.692,46.154,69.231,30.769,23.077,23.077,0,146.3333333,3
0.176,0.529,34,0.382,0.263463591,0.234117647,2.346176471,-0.000294118,-0.165588235,0.360294118,-0.034705882,0.019117647,0.349411765,0.317941176,0.227941176,-0.359411765,0.094411765,0.109117647,2.346176471,-0.000294118,-0.165588235,0.360294118,-0.034705882,0.019117647,0.349411765,0.317941176,0.227941176,-0.359411765,0.094411765,0.109117647,0.082647059,0.307647059,0.557352941,-0.117941176,-0.658529412,0.417647059,0.042058824,-0.343382353,0.081411765,-0.025147059,0.174323529,-0.199264706,0.529705882,-3.965882353,0.350882353,-0.344411765,0.134117647,0.465294118,-0.203529412,-0.064117647,0.047058824,0.052058824,0.506764706,0.153529412,0.397352941,-0.046470588,-0.413529412,0.426176471,0.232058824,0.998823529,0.204705882,0.334117647,0.195882353,-0.085588235,-0.746735294,-0.101558824,-0.0515,-0.049941176,-0.170852941,-0.060588235,0.306529412,0.257970588,0.147352941,-0.100294118,-0.25,0.124411765,0.297941176,0.143529412,0.202647059,-0.033235294,0.052352941,-0.151764706,-0.320294118,0.425,-0.188529412,26.471,41.176,23.529,17.647,44.118,55.882,38.235,38.235,0,18.75,1
0.138,0.483,29,0.552,0.38991011,0.366206897,0.693103448,-0.25,-0.308275862,0.216551724,-0.24862069,-0.28,0.51862069,0.21137931,0.214482759,-0.584827586,0.161034483,0.13862069,0.693103448,-0.25,-0.308275862,0.216551724,-0.24862069,-0.28,0.51862069,0.21137931,0.214482759,-0.584827586,0.161034483,0.13862069,-0.11,0.270344828,0.016551724,-0.987586207,-0.826206897,-0.281724138,0.165517241,-0.626310345,0.215137931,-0.155413793,0.53837931,-0.221,0.444965517,-5.13862069,0.287931034,-0.216551724,0.667241379,0.616896552,-0.061034483,-0.33137931,-0.143103448,-0.281724138,0.308275862,-0.332758621,0.443448276,-0.221724138,0.168275862,-0.679310345,-0.522068966,1,-0.089655172,0.561724138,0.63137931,-0.211724138,-0.959931034,-0.330724138,-0.173896552,0.127862069,-0.266,-0.058551724,0.180482759,0.180448276,-0.014137931,-0.550344828,-0.254827586,-0.019655172,0.136896552,0.234482759,0.093448276,0.07137931,0.00862069,-0.007931034,-0.593793103,0.380689655,-0.222413793,20.69,58.621,44.828,0,58.621,41.379,27.586,24.138,3.448,9.38,1
0.333,0.5,12,0.667,0.288450536,0.625,3.216666667,-0.065,0.235833333,0.155,-0.2225,0.589166667,1.150833333,0.225,-0.633333333,0.1,-0.109166667,-0.155833333,3.216666667,-0.065,0.235833333,0.155,-0.2225,0.589166667,1.150833333,0.225,-0.633333333,0.1,-0.109166667,-0.155833333,-0.314166667,-0.118333333,-0.703333333,0.583333333,-1.858333333,0.7725,-0.228333333,-0.421333333,0.370833333,0.65525,0.004916667,-0.245583333,1.210416667,-1.394166667,0.713333333,-0.33,0.019166667,0.0025,0.081666667,0.583333333,0.734166667,-0.215833333,0.754166667,-0.115,0.161666667,0.071666667,2.319166667,2.185,-0.191666667,0.858333333,0.41,0.445833333,0.8075,0.01,-0.34675,-0.122416667,-0.1165,-0.175,-0.230083333,0.243916667,0.573166667,0.146083333,-0.361666667,-0.0275,-0.448333333,-0.453333333,0.238333333,0.186666667,0.074166667,0.048333333,-0.074166667,0.153333333,-0.283333333,0.6725,0.043333333,0,25,41.667,16.667,58.333,41.667,33.333,33.333,0,1111111,3
0.25,0.75,16,0.625,0.669585979,0.41125,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.060625,0.600625,-0.855625,-0.77875,-1.488125,0.175,0.6225,0.0179375,0.6719375,0.1848125,1.2080625,0.1093125,0.2255625,-4.689375,0.720625,-0.776875,0.965,0.415625,0.1625,0.05875,0.086875,-0.0225,0.680625,-0.535625,0.816875,-0.36625,0.28,0.130625,-0.490625,1.52875,-1.273125,1.15375,-0.104375,0.2175,-0.859625,-0.1739375,0.038125,0.01525,-0.5216875,0.341625,0.1424375,0.4611875,-0.12625,-0.495625,-0.510625,-0.3875,0.31625,0.284375,0.285,0.1625,0.045625,-0.27125,-0.625625,0.3525,0.030625,18.75,18.75,56.25,0,62.5,37.5,37.5,37.5,0,17.8443,1
0.062,0.125,16,0.625,0.648487702,0.41125,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.060625,0.600625,-0.855625,-0.77875,-1.488125,0.175,0.6225,0.0179375,0.6719375,0.1848125,1.2080625,0.1093125,0.2255625,-4.689375,0.720625,-0.776875,0.965,0.415625,0.1625,0.05875,0.086875,-0.0225,0.680625,-0.535625,0.816875,-0.36625,0.28,0.130625,-0.490625,1.52875,-1.273125,1.15375,-0.104375,0.2175,-0.859625,-0.1739375,0.038125,0.01525,-0.5216875,0.341625,0.1424375,0.4611875,-0.12625,-0.495625,-0.510625,-0.3875,0.31625,0.284375,0.285,0.1625,0.045625,-0.27125,-0.625625,0.3525,0.030625,18.75,18.75,56.25,0,62.5,37.5,37.5,37.5,0,8.92215,1
0.188,0.25,16,0.625,0.724915469,0.41125,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.060625,0.600625,-0.855625,-0.77875,-1.488125,0.175,0.6225,0.0179375,0.6719375,0.1848125,1.2080625,0.1093125,0.2255625,-4.689375,0.720625,-0.776875,0.965,0.415625,0.1625,0.05875,0.086875,-0.0225,0.680625,-0.535625,0.816875,-0.36625,0.28,0.130625,-0.490625,1.52875,-1.273125,1.15375,-0.104375,0.2175,-0.859625,-0.1739375,0.038125,0.01525,-0.5216875,0.341625,0.1424375,0.4611875,-0.12625,-0.495625,-0.510625,-0.3875,0.31625,0.284375,0.285,0.1625,0.045625,-0.27125,-0.625625,0.3525,0.030625,18.75,18.75,56.25,0,62.5,37.5,37.5,37.5,0,17.8443,1
0.062,0.875,16,0.625,0.716896892,0.41125,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.060625,0.600625,-0.855625,-0.77875,-1.488125,0.175,0.6225,0.0179375,0.6719375,0.1848125,1.2080625,0.1093125,0.2255625,-4.689375,0.720625,-0.776875,0.965,0.415625,0.1625,0.05875,0.086875,-0.0225,0.680625,-0.535625,0.816875,-0.36625,0.28,0.130625,-0.490625,1.52875,-1.273125,1.15375,-0.104375,0.2175,-0.859625,-0.1739375,0.038125,0.01525,-0.5216875,0.341625,0.1424375,0.4611875,-0.12625,-0.495625,-0.510625,-0.3875,0.31625,0.284375,0.285,0.1625,0.045625,-0.27125,-0.625625,0.3525,0.030625,18.75,18.75,56.25,0,62.5,37.5,37.5,37.5,0,17.8443,1
0.188,0.625,16,0.625,0.651576159,0.41125,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.060625,0.600625,-0.855625,-0.77875,-1.488125,0.175,0.6225,0.0179375,0.6719375,0.1848125,1.2080625,0.1093125,0.2255625,-4.689375,0.720625,-0.776875,0.965,0.415625,0.1625,0.05875,0.086875,-0.0225,0.680625,-0.535625,0.816875,-0.36625,0.28,0.130625,-0.490625,1.52875,-1.273125,1.15375,-0.104375,0.2175,-0.859625,-0.1739375,0.038125,0.01525,-0.5216875,0.341625,0.1424375,0.4611875,-0.12625,-0.495625,-0.510625,-0.3875,0.31625,0.284375,0.285,0.1625,0.045625,-0.27125,-0.625625,0.3525,0.030625,18.75,18.75,56.25,0,62.5,37.5,37.5,37.5,0,8.92215,1
0.062,0.188,16,0.625,0.663927173,0.41125,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.060625,0.600625,-0.855625,-0.77875,-1.488125,0.175,0.6225,0.0179375,0.6719375,0.1848125,1.2080625,0.1093125,0.2255625,-4.689375,0.720625,-0.776875,0.965,0.415625,0.1625,0.05875,0.086875,-0.0225,0.680625,-0.535625,0.816875,-0.36625,0.28,0.130625,-0.490625,1.52875,-1.273125,1.15375,-0.104375,0.2175,-0.859625,-0.1739375,0.038125,0.01525,-0.5216875,0.341625,0.1424375,0.4611875,-0.12625,-0.495625,-0.510625,-0.3875,0.31625,0.284375,0.285,0.1625,0.045625,-0.27125,-0.625625,0.3525,0.030625,18.75,18.75,56.25,0,62.5,37.5,37.5,37.5,0,8.92215,1
0.062,0.062,16,0.625,0.695273528,0.41125,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.060625,0.600625,-0.855625,-0.77875,-1.488125,0.175,0.6225,0.0179375,0.6719375,0.1848125,1.2080625,0.1093125,0.2255625,-4.689375,0.720625,-0.776875,0.965,0.415625,0.1625,0.05875,0.086875,-0.0225,0.680625,-0.535625,0.816875,-0.36625,0.28,0.130625,-0.490625,1.52875,-1.273125,1.15375,-0.104375,0.2175,-0.859625,-0.1739375,0.038125,0.01525,-0.5216875,0.341625,0.1424375,0.4611875,-0.12625,-0.495625,-0.510625,-0.3875,0.31625,0.284375,0.285,0.1625,0.045625,-0.27125,-0.625625,0.3525,0.030625,18.75,18.75,56.25,0,62.5,37.5,37.5,37.5,0,17.8443,1
0.312,0.312,16,0.625,0.746992662,0.41125,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.35625,-0.34375,-0.106875,0.339375,-0.68625,-0.02375,-0.326875,0.1125,0.226875,-1.60875,0.90875,-0.225,-0.060625,0.600625,-0.855625,-0.77875,-1.488125,0.175,0.6225,0.0179375,0.6719375,0.1848125,1.2080625,0.1093125,0.2255625,-4.689375,0.720625,-0.776875,0.965,0.415625,0.1625,0.05875,0.086875,-0.0225,0.680625,-0.535625,0.816875,-0.36625,0.28,0.130625,-0.490625,1.52875,-1.273125,1.15375,-0.104375,0.2175,-0.859625,-0.1739375,0.038125,0.01525,-0.5216875,0.341625,0.1424375,0.4611875,-0.12625,-0.495625,-0.510625,-0.3875,0.31625,0.284375,0.285,0.1625,0.045625,-0.27125,-0.625625,0.3525,0.030625,18.75,18.75,56.25,0,62.5,37.5,37.5,37.5,0,17.8443,1
0.062,0.438,16,0.562,0.634157266,0.391875,-0.301875,-0.33875,-0.121875,0.350625,-0.4975,-0.041875,-0.280625,0.119375,0.29125,-1.566875,1.00375,-0.0725,-0.301875,-0.33875,-0.121875,0.350625,-0.4975,-0.041875,-0.280625,0.119375,0.29125,-1.566875,1.00375,-0.0725,-0.1775,0.659375,-0.7425,-0.8875,-1.503125,0.1325,0.5175,-0.0078125,0.4819375,0.144375,1.1981875,0.0356875,0.1914375,-4.783125,0.746875,-0.82375,0.946875,0.4775,0.140625,0.0325,0.006875,0.1775,0.64625,-0.5525,0.92,-0.42,-0.07,-0.105625,-0.09625,1.338125,-1.268125,1.269375,0.0025,0.15,-0.877875,-0.125625,0.0658125,0.03625,-0.538375,0.273625,0.135125,0.5425,-0.078125,-0.4275,-0.435625,-0.381875,0.266875,0.346875,0.319375,0.22,-0.03875,-0.276875,-0.599375,0.3225,0.0225,18.75,18.75,50,0,62.5,37.5,37.5,37.5,0,8.852,1
0.062,0.375,16,0.562,0.631917964,0.389375,-0.030625,-0.258125,-0.110625,0.355625,-0.538125,0.013125,-0.25625,0.155625,0.271875,-1.586875,0.803125,-0.291875,-0.030625,-0.258125,-0.110625,0.355625,-0.538125,0.013125,-0.25625,0.155625,0.271875,-1.586875,0.803125,-0.291875,-0.134375,0.61625,-0.72125,-0.700625,-1.45375,0.096875,0.583125,-0.0259375,0.5676875,0.1804375,1.15775,0.1075625,0.2588125,-4.585,0.781875,-0.77375,0.889375,0.373125,0.11125,0.074375,0.104375,0.009375,0.659375,-0.461875,0.754375,-0.329375,0.000625,0.28,-0.399375,1.491875,-1.186875,1.02375,-0.010625,0.1975,-0.8465625,-0.1439375,0.02,-0.002625,-0.4585625,0.385125,0.135125,0.402375,-0.07875,-0.46625,-0.5175,-0.3675,0.31375,0.30625,0.244375,0.115625,-0.000625,-0.3,-0.63,0.378125,0.006875,18.75,18.75,50,0,56.25,43.75,37.5,37.5,0,18.0043,1
0.375,0.25,16,0.562,0.674777891,0.436875,-0.243125,-0.334375,-0.084375,0.315625,-0.46,0.06,-0.338125,0.0825,0.34,-1.588125,0.94,-0.36375,-0.243125,-0.334375,-0.084375,0.315625,-0.46,0.06,-0.338125,0.0825,0.34,-1.588125,0.94,-0.36375,-0.0275,0.613125,-0.974375,-0.616875,-1.410625,0.2275,0.66625,-0.0204375,0.49325,0.212625,1.113375,0.3458125,0.1938125,-4.439375,0.60125,-0.849375,0.8775,0.25625,0.166875,0.1175,0.14,0.038125,0.67875,-0.5625,0.7825,-0.11375,0.0475,0.295,-0.141875,1.485,-1.45,0.86625,-0.04,0.138125,-0.8281875,-0.1499375,0.073125,-0.0036875,-0.5436875,0.4253125,0.1260625,0.329,-0.07625,-0.480625,-0.52,-0.441875,0.22375,0.14625,0.296875,0.14375,-0.065625,-0.310625,-0.606875,0.385625,0.031875,12.5,18.75,50,0,62.5,37.5,37.5,37.5,0,72.4188,2
0.062,0.375,16,0.562,0.600783698,0.354375,0.171875,-0.2325,-0.095,0.32125,-0.5175,0.07625,-0.27375,0.18,0.29625,-1.536875,0.915625,-0.143125,0.171875,-0.2325,-0.095,0.32125,-0.5175,0.07625,-0.27375,0.18,0.29625,-1.536875,0.915625,-0.143125,-0.005,0.5225,-0.68,-0.5325,-1.460625,0.111875,0.641875,-0.0580625,0.5619375,0.221125,1.0965625,0.0716875,0.22525,-4.40875,0.86375,-0.74375,0.88625,0.3325,0.09125,0.128125,0.148125,0.078125,0.645,-0.425625,0.84,-0.38625,-0.01875,0.49,-0.34875,1.41375,-1.171875,1.046875,0.04625,0.035625,-0.818125,-0.1280625,0.036625,-0.0129375,-0.4355625,0.4911875,0.116,0.3745,-0.036875,-0.424375,-0.546875,-0.324375,0.30875,0.324375,0.241875,0.13,-0.114375,-0.300625,-0.57125,0.3525,0.028125,12.5,18.75,50,0,56.25,43.75,37.5,37.5,0,73.0984,2
0.062,0.5,16,0.562,0.621865688,0.378125,0.103125,-0.235,-0.078125,0.29625,-0.618125,0.095625,-0.261875,0.198125,0.35375,-1.523125,0.97375,-0.264375,0.103125,-0.235,-0.078125,0.29625,-0.618125,0.095625,-0.261875,0.198125,0.35375,-1.523125,0.97375,-0.264375,-0.075625,0.485,-0.76125,-0.6025,-1.615625,0.1,0.5825,-0.05,0.6444375,0.245125,1.0929375,0.102875,0.288375,-4.3075,0.93,-0.79875,0.875625,0.295,0.093125,0.135625,0.1825,0.045,0.685,-0.4525,0.781875,-0.361875,0.039375,0.619375,-0.409375,1.455,-1.1925,1.121875,-0.0225,0.196875,-0.804,-0.11025,0.06525,-0.006125,-0.46675,0.5105625,0.1355,0.410375,-0.063125,-0.419375,-0.598125,-0.4325,0.3325,0.2675,0.21625,0.178125,-0.015625,-0.25,-0.56125,0.4025,0.050625,12.5,12.5,50,0,56.25,43.75,37.5,37.5,0,73.6592,2
0.688,0.25,16,0.562,0.591417763,0.34375,0.301875,-0.22125,-0.115,0.2575,-0.5525,0.066875,-0.365,0.18,0.2275,-1.550625,0.82625,-0.190625,0.301875,-0.22125,-0.115,0.2575,-0.5525,0.066875,-0.365,0.18,0.2275,-1.550625,0.82625,-0.190625,-0.02625,0.674375,-0.621875,-0.575625,-1.405,0.03,0.588125,-0.076125,0.592875,0.211375,1.1104375,0.0891875,0.1529375,-4.410625,0.869375,-0.729375,0.875,0.34,0.08125,0.17,0.145625,0.034375,0.511875,-0.396875,0.79625,-0.30125,-0.126875,0.498125,-0.5475,1.13625,-1.21875,1.005625,-0.01125,0.215625,-0.8193125,-0.127875,0.0285,-0.0150625,-0.422875,0.48725,0.1094375,0.3801875,-0.034375,-0.4375,-0.52375,-0.356875,0.239375,0.273125,0.1425,0.19875,-0.04875,-0.309375,-0.573125,0.2775,0.009375,12.5,18.75,50,0,56.25,43.75,43.75,37.5,6.25,73.1376,2
0.188,0.625,16,0.562,0.598576166,0.351875,0.1825,-0.225,-0.093125,0.258125,-0.679375,0.0925,-0.366875,0.2025,0.203125,-1.535,0.92375,-0.19625,0.1825,-0.225,-0.093125,0.258125,-0.679375,0.0925,-0.366875,0.2025,0.203125,-1.535,0.92375,-0.19625,-0.095625,0.623125,-0.67625,-0.6175,-1.5325,-0.00625,0.525625,-0.0793125,0.707375,0.2253125,1.1346875,0.131875,0.181625,-4.309375,0.93625,-0.784375,0.86375,0.30125,0.079375,0.153125,0.1775,0.0575,0.544375,-0.489375,0.85125,-0.335,-0.0325,0.576875,-0.581875,1.28125,-1.3825,1.171875,-0.045625,0.075,-0.8019375,-0.148875,0.0535625,-0.0224375,-0.4531875,0.5130625,0.1356875,0.4078125,-0.03875,-0.42375,-0.585625,-0.41,0.28375,0.2675,0.180625,0.188125,0.00875,-0.273125,-0.565,0.315625,0.066875,12.5,12.5,50,0,56.25,43.75,43.75,37.5,6.25,73.6988,2
0.062,0.375,16,0.562,0.579361635,0.33,0.10375,-0.24625,-0.053125,0.3825,-0.61,0.131875,-0.280625,0.235625,0.38125,-1.66125,0.993125,-0.225,0.10375,-0.24625,-0.053125,0.3825,-0.61,0.131875,-0.280625,0.235625,0.38125,-1.66125,0.993125,-0.225,-0.10375,0.668125,-0.7275,-0.578125,-1.68125,0.276875,0.560625,-0.0816875,0.656375,0.2656875,1.1421875,0.0948125,0.335375,-4.281875,0.96875,-0.921875,0.925625,0.26125,0.08,0.171875,0.215,0.085,0.781875,-0.436875,0.89625,-0.328125,-0.025625,0.751875,-0.31375,1.61,-1.325625,1.175625,-0.005625,0.21125,-0.794125,-0.1091875,0.095875,-0.003625,-0.5170625,0.544125,0.1575625,0.4194375,-0.06,-0.440625,-0.59375,-0.440625,0.3525,0.27875,0.256875,0.17375,-0.028125,-0.345,-0.611875,0.345,0.106875,12.5,12.5,50,0,56.25,43.75,43.75,43.75,0,73.7012,2
0.75,0.125,16,0.562,0.641448303,0.4,0.048125,-0.241875,-0.06625,0.343125,-0.614375,0.113125,-0.28375,0.146875,0.385625,-1.496875,0.805625,-0.190625,0.048125,-0.241875,-0.06625,0.343125,-0.614375,0.113125,-0.28375,0.146875,0.385625,-1.496875,0.805625,-0.190625,-0.003125,0.7325,-0.71625,-0.511875,-1.509375,0.4275,0.546875,-0.011875,0.6494375,0.246375,1.0334375,0.1054375,0.273625,-4.183125,0.740625,-0.815625,0.786875,0.26125,0.12625,0.1125,0.194375,0.046875,0.71125,-0.39875,0.8525,-0.295625,0.296875,0.573125,-0.2825,1.466875,-1.17625,1.06375,-0.133125,-0.0175,-0.7766875,-0.1019375,0.08225,-0.064375,-0.457375,0.498,0.20025,0.3848125,-0.08625,-0.34125,-0.59375,-0.290625,0.323125,0.223125,0.285,0.160625,-0.05125,-0.23,-0.5275,0.381875,0.020625,12.5,12.5,50,6.25,56.25,43.75,43.75,43.75,0,74.0196,2
0.077,0.538,13,0.538,0.743112196,0.201538462,3.579230769,-0.016153846,0.009230769,0.198461538,-0.378461538,0.288461538,0.476153846,0.475384615,-0.283076923,-0.423846154,0.236923077,-0.017692308,3.579230769,-0.016153846,0.009230769,0.198461538,-0.378461538,0.288461538,0.476153846,0.475384615,-0.283076923,-0.423846154,0.236923077,-0.017692308,0.283846154,-0.041538462,0.172307692,0.225384615,-1.521538462,0.176923077,0.272307692,-0.328384615,0.467230769,0.320538462,0.370076923,-0.061769231,0.790538462,-3.039230769,1.156153846,-0.438461538,0.306153846,0.206153846,-0.194615385,0.377692308,0.406923077,-0.140769231,0.511538462,0.066153846,0.426153846,0.100769231,0.131538462,1.682307692,-0.696923077,0.993846154,0.056153846,0.390769231,0.293846154,0.274615385,-0.604153846,-0.092461538,-0.073153846,-0.054153846,-0.260230769,0.374615385,0.318769231,0.271692308,0.073076923,-0.266153846,-0.58,-0.191538462,0.223846154,0.174615385,0.064615385,0.165384615,0.083846154,-0.216923077,-0.369230769,0.399230769,0.056923077,7.692,23.077,38.462,7.692,46.154,53.846,46.154,38.462,7.692,65.8016,2
0.615,0.308,13,0.538,0.75795932,0.200769231,3.728461538,-0.009230769,0.05,0.167692308,-0.338461538,0.376153846,0.310769231,0.424615385,-0.224615385,-0.488461538,0.352307692,0.027692308,3.728461538,-0.009230769,0.05,0.167692308,-0.338461538,0.376153846,0.310769231,0.424615385,-0.224615385,-0.488461538,0.352307692,0.027692308,0.364615385,0.061538462,0.146923077,0.507692308,-1.308461538,0.283076923,0.204615385,-0.349692308,0.448538462,0.361076923,0.311615385,-0.045769231,0.756538462,-2.674615385,1.105384615,-0.475384615,0.100769231,0.188461538,-0.175384615,0.435384615,0.457692308,-0.014615385,0.507692308,0.211538462,0.336153846,0.095384615,0.145384615,1.883076923,-0.436923077,0.823846154,0.044615385,0.37,0.075384615,0.426153846,-0.545230769,-0.012923077,0.036769231,-0.063615385,-0.301384615,0.334538462,0.302,0.351846154,0.060769231,-0.101538462,-0.545384615,-0.173076923,0.227692308,0.175384615,0.073076923,0.157692308,0.133846154,-0.332307692,-0.240769231,0.400769231,0.05,7.692,23.077,30.769,15.385,46.154,53.846,46.154,38.462,7.692,67.1624,2
0.077,0.692,13,0.538,0.817204348,0.245384615,3.660769231,-0.004615385,0.079230769,0.164615385,-0.337692308,0.418461538,0.291538462,0.396153846,-0.304615385,-0.423846154,0.370769231,0.062307692,3.660769231,-0.004615385,0.079230769,0.164615385,-0.337692308,0.418461538,0.291538462,0.396153846,-0.304615385,-0.423846154,0.370769231,0.062307692,0.450769231,-0.125384615,0.046923077,0.577692308,-1.321538462,0.283846154,0.226153846,-0.13,0.447846154,0.421076923,0.289153846,-0.043230769,0.709538462,-2.55,1.156153846,-0.508461538,0.123846154,0.135384615,-0.136153846,0.495384615,0.493846154,-0.006153846,0.513846154,0.195384615,0.342307692,0.087692308,0.263846154,1.973076923,-0.452307692,0.801538462,0.013846154,0.342307692,0.089230769,0.384615385,-0.518461538,-0.021923077,0.034923077,-0.094384615,-0.289153846,0.431923077,0.292846154,0.317,0.035384615,-0.093846154,-0.555384615,-0.148461538,0.227692308,0.184615385,0.062307692,0.171538462,0.097692308,-0.363076923,-0.233846154,0.403846154,0.075384615,7.692,15.385,30.769,15.385,46.154,53.846,46.154,38.462,7.692,67.7236,2
